,Player,Team_x,ShootsCatches_x,DOB,BirthCity,StateProvince,Country,Nationality,HeightInches,WeightPounds,DraftYear,DraftRound,DraftPickNumber,FirstSeason,HOF,GamesPlayed_x,Wins_x,Losses_x,Ties_x,OvertimeLosses_x,Shutouts_x,Season,Team_y,ShootsCatches_y,GamesPlayed_y,GamesStarted,Wins_y,Losses_y,Ties_y,OvertimeLosses_y,ShotsAgainst,Saves,GoalsAgainst,SavePct,GoalsAgainstAvg,TimeOnIce,Shutouts_y,GoalsScored,Assists,Points,PenaltyMinutes
114,Ed Belfour,,L,1965-04-21,Carman,MB,CAN,CAN,72,214,,,,1988-89,Y,940,480,308,108,14,76,1999-00,DAL,L,62,61,32,21,7,,1571,1444,127,0.919,2.1,3620:23,4,0,3,3,10
115,Ed Belfour,,L,1965-04-21,Carman,MB,CAN,CAN,72,214,,,,1988-89,Y,940,480,308,108,14,76,2002-03,TOR,L,62,62,37,20,5,,1816,1675,141,0.922,2.26,3737:54,7,0,2,2,24
116,Ed Belfour,,L,1965-04-21,Carman,MB,CAN,CAN,72,214,,,,1988-89,Y,940,480,308,108,14,76,2006-07,FLA,L,58,54,27,17,,10,1550,1398,152,0.902,2.77,3289:17,1,0,2,2,10
117,Ed Belfour,,L,1965-04-21,Carman,MB,CAN,CAN,72,214,,,,1988-89,Y,940,480,308,108,14,76,2001-02,DAL,L,60,58,21,27,11,,1458,1305,153,0.895,2.65,3467:28,1,0,5,5,12
118,Ed Belfour,,L,1965-04-21,Carman,MB,CAN,CAN,72,214,,,,1988-89,Y,940,480,308,108,14,76,1998-99,DAL,L,61,59,35,15,9,,1373,1256,117,0.915,1.99,3535:49,5,0,0,0,26
119,Ed Belfour,,L,1965-04-21,Carman,MB,CAN,CAN,72,214,,,,1988-89,Y,940,480,308,108,14,76,1995-96,CHI,L,50,49,22,17,10,,1373,1238,135,0.902,2.74,2956:11,1,0,2,2,36
120,Ed Belfour,,L,1965-04-21,Carman,MB,CAN,CAN,72,214,,,,1988-89,Y,940,480,308,108,14,76,2003-04,TOR,L,59,58,34,19,6,,1483,1361,122,0.918,2.13,3444:21,10,0,2,2,16
121,Jean Claude Bergeron,,L,1968-10-14,Hauterive,QC,CAN,CAN,74,192,1988,5,104,1990-91,N,72,21,33,7,,1,1996-97,LAK,L,1,1,0,1,0,,35,31,4,0.886,4.3,55:50,0,0,0,0,0
122,Jean Claude Bergeron,,L,1968-10-14,Hauterive,QC,CAN,CAN,74,192,1988,5,104,1990-91,N,72,21,33,7,,1,1995-96,TBL,L,12,7,2,6,2,,250,208,42,0.832,4.23,595:03,0,0,0,0,0
123,Adam Berkhoel,,L,1981-05-16,St. Paul,MN,USA,USA,71,185,2000,8,240,2005-06,N,9,2,4,,1,0,2005-06,ATL,L,9,7,2,4,,1,255,225,30,0.882,3.8,473:24,0,0,0,0,0
124,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2007-08,LAK,L,4,4,1,3,,0,118,102,16,0.864,4.03,238:23,0,0,0,0,0
125,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2012-13,LAK,L,14,12,9,3,,1,306,282,24,0.922,1.87,768:21,1,0,1,1,0
126,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2011-12,LAK,L,16,13,5,6,,2,383,348,35,0.909,2.36,890:12,1,0,0,0,0
127,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2017-18,COL,L,37,34,19,13,,3,1092,997,95,0.913,2.85,2001:23,2,0,1,1,0
128,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2016-17,ANA,L,39,33,21,7,,4,982,899,83,0.915,2.5,1993:11,2,0,0,0,4
129,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2021-22,NJD,L,10,8,4,4,,1,264,238,26,0.902,3.06,510:06,0,0,0,0,0
130,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2014-15,TOR,L,58,55,21,28,,7,1735,1583,152,0.912,2.87,3177:09,2,0,1,1,0
131,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2015-16,TOR,L,38,36,12,21,,3,1114,1011,103,0.908,2.88,2146:46,3,0,0,0,2
132,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2009-10,LAK,L,3,3,3,0,,0,94,90,4,0.957,1.3,185:00,1,0,1,1,0
133,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2020-21,DET,L,24,23,9,11,,1,757,692,65,0.914,2.99,1306:27,0,0,0,0,0
134,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2019-20,DET,L,46,41,15,22,,3,1353,1227,126,0.907,2.95,2565:56,1,0,3,3,4
135,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2018-19,DET,L,35,30,9,18,,5,1025,927,98,0.904,3.16,1859:54,1,0,0,0,0
136,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2013-14,TOR,L,55,49,26,19,,7,1787,1649,138,0.923,2.69,3083:34,1,0,1,1,4
137,Jonathan Bernier,NJD,L,1988-08-07,Laval,QC,CAN,CAN,72,185,2006,1,11,2007-08,N,404,165,163,,40,18,2010-11,LAK,L,25,22,11,8,,3,652,595,57,0.913,2.48,1378:15,3,0,0,0,0
138,Reto Berra,,L,1987-01-03,Bülach,,CHE,CHE,76,218,2006,4,106,2013-14,N,76,20,36,,4,3,2016-17,FLA,L,7,4,0,5,,0,145,127,18,0.876,3.45,313:07,0,0,0,0,0
139,Reto Berra,,L,1987-01-03,Bülach,,CHE,CHE,76,218,2006,4,106,2013-14,N,76,20,36,,4,3,2017-18,ANA,L,5,1,1,1,,0,95,88,7,0.926,2.31,181:57,0,0,0,0,0
140,Reto Berra,,L,1987-01-03,Bülach,,CHE,CHE,76,218,2006,4,106,2013-14,N,76,20,36,,4,3,2014-15,COL,L,19,12,5,4,,1,403,370,33,0.918,2.65,748:27,1,0,0,0,0
141,Reto Berra,,L,1987-01-03,Bülach,,CHE,CHE,76,218,2006,4,106,2013-14,N,76,20,36,,4,3,2013-14,"CGY,COL",L,31,29,9,18,,3,820,732,88,0.893,3.07,1720:14,0,0,0,0,2
142,Reto Berra,,L,1987-01-03,Bülach,,CHE,CHE,76,218,2006,4,106,2013-14,N,76,20,36,,4,3,2015-16,COL,L,14,12,5,8,,0,374,345,29,0.922,2.41,720:43,2,0,1,1,2
143,J-F Berube,,L,1991-07-13,Repentigny,QC,CAN,CAN,73,177,2009,4,95,2015-16,N,40,12,12,,4,0,2017-18,CHI,L,13,10,3,6,,1,398,356,42,0.894,3.78,667:23,0,0,0,0,0
144,J-F Berube,,L,1991-07-13,Repentigny,QC,CAN,CAN,73,177,2009,4,95,2015-16,N,40,12,12,,4,0,2021-22,CBJ,L,6,6,3,2,,0,209,188,21,0.9,4.12,305:53,0,0,1,1,0
145,J-F Berube,,L,1991-07-13,Repentigny,QC,CAN,CAN,73,177,2009,4,95,2015-16,N,40,12,12,,4,0,2016-17,NYI,L,14,7,3,2,,2,271,241,30,0.889,3.42,526:49,0,0,0,0,0
146,J-F Berube,,L,1991-07-13,Repentigny,QC,CAN,CAN,73,177,2009,4,95,2015-16,N,40,12,12,,4,0,2015-16,NYI,L,7,6,3,2,,1,210,192,18,0.914,2.71,398:42,0,0,0,0,0
147,Allan Bester,,L,1964-03-26,Hamilton,ON,CAN,CAN,67,155,1983,3,48,1983-84,N,20,4,12,1,,0,1995-96,DAL,L,10,10,4,5,1,,297,267,30,0.899,2.99,601:22,0,0,0,0,2
148,Antoine Bibeau,OTT,L,1994-05-01,Victoriaville,QC,CAN,CAN,75,205,2013,6,172,2016-17,N,4,2,1,,0,0,2019-20,COL,L,2,1,1,0,,0,42,37,5,0.881,3.27,91:45,0,0,0,0,0
149,Antoine Bibeau,OTT,L,1994-05-01,Victoriaville,QC,CAN,CAN,75,205,2013,6,172,2016-17,N,4,2,1,,0,0,2016-17,TOR,L,2,2,1,1,,0,55,51,4,0.927,1.99,120:39,0,0,0,0,0
150,Zac Bierk,,L,1976-09-17,Peterborough,ON,CAN,CAN,77,205,1995,9,212,1997-98,N,47,9,20,5,,1,2003-04,PHX,L,4,4,0,1,2,,108,96,12,0.889,3.79,189:58,0,0,0,0,2
151,Zac Bierk,,L,1976-09-17,Peterborough,ON,CAN,CAN,77,205,1995,9,212,1997-98,N,47,9,20,5,,1,2000-01,MIN,L,1,1,0,1,0,,27,21,6,0.778,6,60:00,0,0,0,0,2
152,Zac Bierk,,L,1976-09-17,Peterborough,ON,CAN,CAN,77,205,1995,9,212,1997-98,N,47,9,20,5,,1,1999-00,TBL,L,12,10,4,4,1,,308,277,31,0.899,3.66,508:42,0,0,1,1,0
153,Zac Bierk,,L,1976-09-17,Peterborough,ON,CAN,CAN,77,205,1995,9,212,1997-98,N,47,9,20,5,,1,2002-03,PHX,L,16,15,4,9,1,,471,439,32,0.932,2.17,884:20,1,0,0,0,2
154,Zac Bierk,,L,1976-09-17,Peterborough,ON,CAN,CAN,77,205,1995,9,212,1997-98,N,47,9,20,5,,1,1998-99,TBL,L,1,1,0,1,0,,21,19,2,0.905,2.04,58:55,0,0,0,0,0
155,Zac Bierk,,L,1976-09-17,Peterborough,ON,CAN,CAN,77,205,1995,9,212,1997-98,N,47,9,20,5,,1,1997-98,TBL,L,13,5,1,4,1,,210,180,30,0.857,4.16,432:46,0,0,0,0,0
156,Craig Billington,,L,1966-09-11,London,ON,CAN,CAN,70,168,1984,2,23,1985-86,N,289,101,126,28,,9,1998-99,COL,L,21,18,11,8,1,,492,440,52,0.894,2.87,1085:33,0,0,0,0,2
157,Craig Billington,,L,1966-09-11,London,ON,CAN,CAN,70,168,1984,2,23,1985-86,N,289,101,126,28,,9,1995-96,BOS,L,27,24,10,13,3,,594,515,79,0.867,3.44,1379:42,1,0,0,0,2
158,Craig Billington,,L,1966-09-11,London,ON,CAN,CAN,70,168,1984,2,23,1985-86,N,289,101,126,28,,9,1999-00,WSH,L,13,10,3,6,1,,310,282,28,0.91,2.75,611:21,2,0,0,0,0
159,Craig Billington,,L,1966-09-11,London,ON,CAN,CAN,70,168,1984,2,23,1985-86,N,289,101,126,28,,9,2000-01,WSH,L,12,10,3,5,2,,317,290,27,0.915,2.45,660:14,0,0,1,1,0
160,Craig Billington,,L,1966-09-11,London,ON,CAN,CAN,70,168,1984,2,23,1985-86,N,289,101,126,28,,9,2002-03,WSH,L,5,5,1,3,1,,96,79,17,0.823,4.7,217:14,0,0,0,0,0
161,Craig Billington,,L,1966-09-11,London,ON,CAN,CAN,70,168,1984,2,23,1985-86,N,289,101,126,28,,9,1997-98,COL,L,23,19,8,7,4,,588,543,45,0.923,2.32,1161:54,1,0,0,0,2
162,Craig Billington,,L,1966-09-11,London,ON,CAN,CAN,70,168,1984,2,23,1985-86,N,289,101,126,28,,9,1996-97,COL,L,23,19,11,8,2,,584,531,53,0.909,2.65,1200:22,1,0,2,2,2
163,Craig Billington,,L,1966-09-11,London,ON,CAN,CAN,70,168,1984,2,23,1985-86,N,289,101,126,28,,9,2001-02,WSH,L,17,10,4,5,3,,295,259,36,0.878,3.04,710:22,0,0,0,0,0
164,Jordan Binnington,STL,L,1993-07-11,Richmond Hill,ON,CAN,CAN,74,172,2011,3,88,2015-16,N,180,99,55,,20,11,2022-23,STL,L,18,18,9,9,,0,534,480,54,0.899,3.11,1043:22,1,0,0,0,0
165,Jordan Binnington,STL,L,1993-07-11,Richmond Hill,ON,CAN,CAN,74,172,2011,3,88,2015-16,N,180,99,55,,20,11,2015-16,STL,L,1,0,0,0,,0,4,3,1,0.75,4.69,12:47,0,0,0,0,0
166,Jordan Binnington,STL,L,1993-07-11,Richmond Hill,ON,CAN,CAN,74,172,2011,3,88,2015-16,N,180,99,55,,20,11,2020-21,STL,L,42,41,18,14,,8,1200,1092,108,0.91,2.65,2447:40,0,0,1,1,2
167,Jordan Binnington,STL,L,1993-07-11,Richmond Hill,ON,CAN,CAN,74,172,2011,3,88,2015-16,N,180,99,55,,20,11,2021-22,STL,L,37,37,18,14,,4,1135,1023,112,0.901,3.13,2144:57,2,0,0,0,14
168,Jordan Binnington,STL,L,1993-07-11,Richmond Hill,ON,CAN,CAN,74,172,2011,3,88,2015-16,N,180,99,55,,20,11,2018-19,STL,L,32,30,24,5,,1,807,748,59,0.927,1.89,1876:25,5,0,0,0,0
169,Jordan Binnington,STL,L,1993-07-11,Richmond Hill,ON,CAN,CAN,74,172,2011,3,88,2015-16,N,180,99,55,,20,11,2019-20,STL,L,50,50,30,13,,7,1430,1304,126,0.912,2.56,2947:41,3,0,1,1,4
170,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2003-04,BUF,L,52,49,26,18,5,,1442,1317,125,0.913,2.52,2971:46,2,0,2,2,10
171,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,1995-96,BUF,L,3,2,0,2,0,,64,54,10,0.844,5.05,118:53,0,0,0,0,0
172,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,1998-99,BUF,L,6,3,1,2,1,,120,110,10,0.917,2.14,280:40,0,0,0,0,0
173,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2007-08,PHI,L,62,59,30,20,,9,1865,1712,153,0.918,2.59,3539:04,5,0,1,1,8
174,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,1999-00,BUF,L,41,39,19,18,2,,988,898,90,0.909,2.42,2228:57,5,0,0,0,6
175,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2010-11,NYR,L,17,15,8,6,,0,426,393,33,0.923,2.13,927:30,0,0,0,0,0
176,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2000-01,BUF,L,18,14,7,7,1,,427,388,39,0.909,2.55,918:01,2,0,0,0,0
177,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2013-14,NYR,L,2,1,0,1,,0,38,29,9,0.763,7.65,70:38,0,0,0,0,0
178,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2005-06,BUF,L,35,31,21,8,,3,980,887,93,0.905,2.88,1934:11,1,0,1,1,10
179,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2012-13,NYR,L,6,5,2,2,,1,156,143,13,0.917,2.32,335:42,0,0,0,0,0
180,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2002-03,BUF,L,54,53,17,28,6,,1468,1333,135,0.908,2.56,3169:33,4,0,1,1,12
181,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2011-12,NYR,L,21,20,12,6,,2,519,469,50,0.904,2.46,1220:01,2,0,3,3,0
182,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2008-09,PHI,L,55,53,29,19,,5,1718,1572,146,0.915,2.76,3176:31,2,0,4,4,0
183,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2006-07,"BUF,PHI",L,35,34,18,12,,3,1042,941,101,0.903,3.03,2001:49,0,0,0,0,25
184,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2009-10,NYI,L,29,26,9,14,,4,859,770,89,0.896,3.27,1634:07,1,0,1,1,2
185,Martin Biron,,L,1977-08-15,Lac St. Charles,QC,CAN,CAN,74,186,1995,1,16,1995-96,N,508,230,191,25,27,28,2001-02,BUF,L,72,69,31,28,10,,1781,1630,151,0.915,2.22,4084:57,4,0,1,1,8
186,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2011-12,OTT,L,10,9,3,3,,2,243,221,22,0.909,2.48,531:39,0,0,0,0,2
187,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2010-11,STL,L,7,5,3,4,,0,168,151,17,0.899,2.77,368:49,1,0,0,0,0
188,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2017-18,DAL,L,53,51,26,17,,5,1437,1317,120,0.916,2.49,2886:50,5,0,1,1,4
189,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2014-15,TBL,L,62,60,40,13,,5,1620,1484,136,0.916,2.32,3519:00,4,0,4,4,4
190,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2019-20,DAL,L,44,43,21,16,,4,1286,1183,103,0.92,2.5,2473:49,2,0,2,2,2
191,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2016-17,"TBL,LAK",L,39,37,18,15,,5,1040,946,94,0.91,2.54,2222:37,1,0,0,0,10
192,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2008-09,STL,L,6,3,1,1,,1,112,100,12,0.893,2.94,244:59,0,0,0,0,0
193,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2018-19,DAL,L,46,45,27,15,,2,1323,1236,87,0.934,1.98,2637:18,7,0,2,2,2
194,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2013-14,TBL,L,63,63,37,14,,7,1758,1625,133,0.924,2.23,3586:21,5,0,2,2,4
195,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2015-16,TBL,L,61,60,35,21,,4,1672,1549,123,0.926,2.06,3584:38,6,0,1,1,4
196,Ben Bishop,BUF,L,1986-11-21,Denver,CO,USA,USA,79,210,2005,3,85,2008-09,N,413,222,128,,36,33,2012-13,"OTT,TBL",L,22,21,11,9,,1,701,645,56,0.92,2.67,1260:38,2,0,0,0,2
197,Dan Blackburn,,L,1983-05-20,Montréal,QC,CAN,CAN,73,180,2001,1,10,2001-02,N,63,20,32,4,,1,2002-03,NYR,L,32,27,8,16,4,,842,749,93,0.89,3.17,1762:28,1,0,0,0,2
198,Dan Blackburn,,L,1983-05-20,Montréal,QC,CAN,CAN,73,180,2001,1,10,2001-02,N,63,20,32,4,,1,2001-02,NYR,L,31,28,12,16,0,,935,840,95,0.898,3.28,1737:11,0,0,0,0,10
199,Mackenzie Blackwood,NJD,L,1996-12-09,Thunder Bay,ON,CAN,CAN,76,225,2015,2,42,2018-19,N,137,59,53,,16,8,2021-22,NJD,L,25,24,9,10,,4,731,652,79,0.892,3.39,1399:03,2,0,0,0,0
200,Mackenzie Blackwood,NJD,L,1996-12-09,Thunder Bay,ON,CAN,CAN,76,225,2015,2,42,2018-19,N,137,59,53,,16,8,2022-23,NJD,L,7,7,4,2,,0,142,125,17,0.88,2.79,366:06,0,0,0,0,0
201,Mackenzie Blackwood,NJD,L,1996-12-09,Thunder Bay,ON,CAN,CAN,76,225,2015,2,42,2018-19,N,137,59,53,,16,8,2019-20,NJD,L,47,43,22,14,,8,1452,1328,124,0.915,2.77,2684:01,3,0,1,1,0
202,Mackenzie Blackwood,NJD,L,1996-12-09,Thunder Bay,ON,CAN,CAN,76,225,2015,2,42,2018-19,N,137,59,53,,16,8,2018-19,NJD,L,23,21,10,10,,0,669,614,55,0.918,2.61,1263:52,2,0,0,0,0
203,Mackenzie Blackwood,NJD,L,1996-12-09,Thunder Bay,ON,CAN,CAN,76,225,2015,2,42,2018-19,N,137,59,53,,16,8,2020-21,NJD,L,35,35,14,17,,4,1081,975,106,0.902,3.04,2090:37,1,0,0,0,0
204,John Blue,,L,1966-02-19,Huntington Beach,CA,USA,USA,70,190,1986,10,197,1992-93,N,46,16,18,7,,1,1995-96,BUF,L,5,4,2,2,0,,137,122,15,0.891,3.52,255:23,0,0,0,0,0
205,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2017-18,CBJ,L,65,65,37,22,,6,1993,1835,158,0.921,2.42,3911:34,5,0,3,3,0
206,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2013-14,CBJ,L,58,58,32,20,,5,1699,1568,131,0.923,2.38,3299:26,5,0,1,1,2
207,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2015-16,CBJ,L,37,37,15,19,,1,1049,952,97,0.908,2.75,2116:21,1,0,2,2,2
208,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2010-11,PHI,L,54,52,28,13,,8,1527,1397,130,0.915,2.59,3017:24,0,0,2,2,2
209,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2016-17,CBJ,L,63,63,41,17,,5,1854,1727,127,0.931,2.06,3707:04,7,0,0,0,8
210,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2011-12,PHI,L,29,25,14,10,,2,769,691,78,0.899,3.02,1550:05,0,0,0,0,0
211,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2012-13,CBJ,L,38,37,21,11,,6,1084,1010,74,0.932,2,2218:57,4,0,0,0,0
212,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2014-15,CBJ,L,51,49,30,17,,3,1632,1498,134,0.918,2.68,2994:26,2,0,2,2,4
213,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2022-23,FLA,L,12,12,4,6,,1,352,309,43,0.878,3.84,671:24,0,0,0,0,0
214,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2019-20,FLA,L,50,49,23,19,,6,1505,1354,151,0.9,3.23,2805:59,1,0,0,0,0
215,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2018-19,CBJ,L,62,61,37,24,,1,1756,1603,153,0.913,2.58,3556:40,9,0,0,0,2
216,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2020-21,FLA,L,31,30,19,8,,2,935,847,88,0.906,2.91,1816:28,0,0,0,0,0
217,Sergei Bobrovsky,FLA,L,1988-09-20,Novokuznetsk,,RUS,RUS,74,182,,,,2010-11,N,604,340,193,,49,37,2021-22,FLA,L,54,53,39,7,,3,1566,1429,137,0.913,2.67,3082:10,3,0,0,0,4
218,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,2007-08,SJS,L,5,3,3,1,,1,103,96,7,0.932,1.76,238:06,1,0,0,0,0
219,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,2008-09,SJS,L,22,20,12,6,,3,563,516,47,0.917,2.18,1291:23,2,0,0,0,2
220,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,2012-13,PHI,L,4,1,0,2,,0,55,49,6,0.891,2.5,144:01,0,0,0,0,0
221,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,2001-02,PHI,L,41,38,18,16,4,,972,880,92,0.905,2.41,2294:32,2,0,0,0,4
222,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,2006-07,"CHI,CBJ",L,18,16,2,11,,3,456,402,54,0.882,3.34,969:05,1,0,0,0,0
223,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,2009-10,PHI,L,33,26,9,18,,3,796,716,80,0.899,2.76,1742:02,1,0,1,1,2
224,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,2005-06,"PHX,CGY",L,14,11,4,8,,0,371,323,48,0.871,4.15,693:59,0,0,0,0,2
225,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,2002-03,PHX,L,45,40,15,20,8,,1210,1082,128,0.894,3.02,2543:53,0,0,1,1,0
226,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,2000-01,PHI,L,27,24,8,12,5,,644,564,80,0.876,3.27,1469:38,1,0,0,0,2
227,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,2011-12,CAR,L,10,8,1,6,,1,260,229,31,0.881,3.4,546:21,0,0,0,0,0
228,Brian Boucher,,L,1977-01-02,Woonsocket,RI,USA,USA,74,200,1995,1,22,1999-00,N,328,120,139,30,15,17,1999-00,PHI,L,35,33,20,10,3,,790,725,65,0.918,1.91,2037:35,4,0,1,1,4
